,loss,accuracy,val_loss,val_accuracy
0,0.805282473564148,0.5463510751724243,0.6659847497940063,0.585185170173645
1,0.6912392973899841,0.5463510751724243,0.6390494108200073,0.6370370388031006
2,0.6490213871002197,0.5956607460975647,0.6446897387504578,0.6074073910713196
3,0.6310704946517944,0.6291913390159607,0.6232261657714844,0.644444465637207
4,0.6230031251907349,0.6134122014045715,0.6204021573066711,0.6518518328666687
5,0.6137416362762451,0.6410256624221802,0.6253439784049988,0.6518518328666687
6,0.620360791683197,0.6094674468040466,0.6023643016815186,0.6888889074325562
7,0.5969470739364624,0.64891517162323,0.6001989841461182,0.6666666865348816
8,0.5941121578216553,0.6528599858283997,0.5899165272712708,0.6814814805984497
9,0.6006608605384827,0.6429980397224426,0.5827621221542358,0.6888889074325562
10,0.5837317705154419,0.681640625,0.5820981860160828,0.7111111283302307
11,0.5831355452537537,0.6804733872413635,0.6060208678245544,0.6814814805984497
12,0.5960726737976074,0.658777117729187,0.5810990929603577,0.7185184955596924
13,0.5940255522727966,0.666015625,0.5846662521362305,0.7111111283302307
14,0.5654067397117615,0.7080867886543274,0.601533830165863,0.7037037014961243
15,0.5816699266433716,0.6804733872413635,0.5970821380615234,0.7037037014961243
16,0.5563046932220459,0.6903353333473206,0.5811643004417419,0.7037037014961243
17,0.5808612108230591,0.6765285730361938,0.5735059976577759,0.7037037014961243
18,0.5901795625686646,0.6640625,0.5694129467010498,0.7259259223937988
19,0.5598658919334412,0.7021695971488953,0.5961143374443054,0.6962962746620178
