,loss,accuracy,val_loss,val_accuracy
0,0.5122145414352417,0.7877628803253174,0.16499865055084229,0.9481481313705444
1,0.17677392065525055,0.942638635635376,0.10798726975917816,0.9629629850387573
2,0.15131907165050507,0.9349904656410217,0.08677246421575546,0.970370352268219
3,0.14999255537986755,0.9407265782356262,0.09969744831323624,0.9629629850387573
4,0.10881415009498596,0.9674952030181885,0.07816270738840103,0.970370352268219
5,0.10050003975629807,0.9674952030181885,0.11576864868402481,0.9555555582046509
6,0.1424006074666977,0.9445506930351257,0.08873765915632248,0.9629629850387573
7,0.09703013300895691,0.9636711478233337,0.13047663867473602,0.9407407641410828
8,0.09170227497816086,0.9564393758773804,0.1597389578819275,0.9407407641410828
9,0.07763388752937317,0.9674952030181885,0.1260862648487091,0.9407407641410828
10,0.05111820995807648,0.9827916026115417,0.11346299946308136,0.9555555582046509
11,0.04586280509829521,0.9847036600112915,0.10022618621587753,0.970370352268219
12,0.06320831924676895,0.9751434326171875,0.08836416900157928,0.9629629850387573
13,0.10764074325561523,0.9655831456184387,0.17930786311626434,0.9259259104728699
14,0.05314073711633682,0.9789674878120422,0.18784397840499878,0.9481481313705444
15,0.06517823785543442,0.9732313752174377,0.09880427271127701,0.9555555582046509
16,0.06521367281675339,0.971319317817688,0.10195732861757278,0.9629629850387573
17,0.049805328249931335,0.980879545211792,0.15524359047412872,0.9555555582046509
18,0.05584823712706566,0.9847036600112915,0.14491355419158936,0.9555555582046509
19,0.03174498677253723,0.9923518300056458,0.11409733444452286,0.9629629850387573
20,0.04531655088067055,0.9866156578063965,0.17162567377090454,0.9555555582046509
21,0.055593814700841904,0.980879545211792,0.11938333511352539,0.9629629850387573
22,0.04546704143285751,0.9827916026115417,0.13471613824367523,0.9555555582046509
23,0.036806315183639526,0.9885277152061462,0.11647538840770721,0.9555555582046509
24,0.04020239785313606,0.9866156578063965,0.1052091047167778,0.970370352268219
25,0.02237441949546337,0.990439772605896,0.14177826046943665,0.9555555582046509
26,0.03600594773888588,0.9866156578063965,0.22761324048042297,0.9333333373069763
27,0.046154748648405075,0.9885277152061462,0.11105970293283463,0.9555555582046509
28,0.0399843268096447,0.9847036600112915,0.10902360826730728,0.9555555582046509
29,0.034373462200164795,0.9866156578063965,0.1613142043352127,0.9629629850387573
30,0.04516876861453056,0.9827916026115417,0.10340174287557602,0.970370352268219
31,0.050212085247039795,0.9789674878120422,0.14151321351528168,0.9555555582046509
32,0.039613183587789536,0.9789674878120422,0.1241963729262352,0.970370352268219
33,0.02776598185300827,0.990439772605896,0.11796306073665619,0.970370352268219
34,0.030750256031751633,0.9866156578063965,0.14080317318439484,0.9555555582046509
35,0.02674901857972145,0.990439772605896,0.19366560876369476,0.9555555582046509
36,0.023958910256624222,0.9923518300056458,0.1221856027841568,0.9629629850387573
37,0.010929210111498833,0.9961758852005005,0.17489810287952423,0.9555555582046509
38,0.026948347687721252,0.990439772605896,0.233265221118927,0.9555555582046509
39,0.04290292039513588,0.9827916026115417,0.08421488851308823,0.9629629850387573
